passage_id,title,theme,text,question_id,question_number,question_type,difficulty,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,region_alignment,age_band,qa_status,content_pool
P26,The Bee,INSECTS / POLLINATION,"Pollination is one of nature’s most important partnerships. When a bee visits a flower in search of nectar, it inadvertently brushes against the flower’s anthers and collects grains of pollen on its body. As it moves from flower to flower, some of that pollen is transferred to the stigma of other flowers, enabling fertilisation and the production of seeds.

This is not a one-sided arrangement. The flower benefits from the bee’s visit because the pollen is carried far more efficiently than it would be by wind alone. The bee benefits because it collects both nectar, which it converts into honey, and pollen, which it feeds to its larvae. Neither party has planned this partnership — it has evolved over millions of years because both benefit from it.

In recent decades, bee populations have declined sharply due to habitat loss, pesticide use, and disease. Since bees pollinate roughly one third of the food that humans eat, this decline has serious implications for global food security.",P26_Q4,54,Authorial Intent,medium,Why does the author mention that bees pollinate roughly one third of the food humans eat?,To show that humans could easily survive without bees if needed.,To make the abstract problem of bee decline feel directly relevant and serious for readers.,To suggest that humans should eat more bee products like honey.,To prove that bees are more important to humans than any other insect.,B,The statistic connects the ecological issue to the reader’s daily life — it makes bee decline not just a wildlife problem but a food security problem that affects everyone. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P26,The Bee,INSECTS / POLLINATION,"Pollination is one of nature’s most important partnerships. When a bee visits a flower in search of nectar, it inadvertently brushes against the flower’s anthers and collects grains of pollen on its body. As it moves from flower to flower, some of that pollen is transferred to the stigma of other flowers, enabling fertilisation and the production of seeds.

This is not a one-sided arrangement. The flower benefits from the bee’s visit because the pollen is carried far more efficiently than it would be by wind alone. The bee benefits because it collects both nectar, which it converts into honey, and pollen, which it feeds to its larvae. Neither party has planned this partnership — it has evolved over millions of years because both benefit from it.

In recent decades, bee populations have declined sharply due to habitat loss, pesticide use, and disease. Since bees pollinate roughly one third of the food that humans eat, this decline has serious implications for global food security.",P26_Q5,55,Fact Retrieval,easy,What three factors does the passage identify as causing bee population decline?,"Climate change, flooding, and competition from wasps","Habitat loss, pesticide use, and disease","Cold winters, lack of flowers, and air pollution","Overharvesting of honey, urban development, and drought",B,"The passage lists “habitat loss, pesticide use, and disease” as the three causes. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P27,The Second Place Paradox,SPORT / PSYCHOLOGY,"Research into the psychology of competitive sport has produced a result that seems, at first glance, impossible: bronze medallists are typically happier than silver medallists. A study examining the facial expressions of Olympic athletes at the moment they received their medals found consistent evidence for this pattern across multiple Games.

The explanation lies in what psychologists call “counterfactual thinking” — our tendency to imagine what might have been. A silver medallist, standing on the podium, is almost always thinking about gold: they came so close, and yet they lost. Their reference point is winning, and they feel they have fallen short. A bronze medallist, by contrast, is typically thinking about fourth place: they almost didn’t medal at all. Their reference point is not competing, and they feel they have triumphed.

The same result has been observed in academic settings: students who narrowly pass an examination are often less satisfied than students who narrowly fail — because the student who barely fails receives more helpful feedback and feels motivated to improve.",P27_Q1,56,Vocabulary in Context,hard,"In the passage, “counterfactual” most likely means:",Relating to what actually happened in a competition,Relating to imagined alternative outcomes that did not actually occur,Relating to the measurement of happiness in scientific studies,Relating to the comparison of athletes from different countries,B,“Counterfactual thinking” means imagining what might have happened differently — alternatives to reality (“counter” to the facts). The silver medallist imagines winning; the bronze medallist imagines not medalling. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P27,The Second Place Paradox,SPORT / PSYCHOLOGY,"Research into the psychology of competitive sport has produced a result that seems, at first glance, impossible: bronze medallists are typically happier than silver medallists. A study examining the facial expressions of Olympic athletes at the moment they received their medals found consistent evidence for this pattern across multiple Games.

The explanation lies in what psychologists call “counterfactual thinking” — our tendency to imagine what might have been. A silver medallist, standing on the podium, is almost always thinking about gold: they came so close, and yet they lost. Their reference point is winning, and they feel they have fallen short. A bronze medallist, by contrast, is typically thinking about fourth place: they almost didn’t medal at all. Their reference point is not competing, and they feel they have triumphed.

The same result has been observed in academic settings: students who narrowly pass an examination are often less satisfied than students who narrowly fail — because the student who barely fails receives more helpful feedback and feels motivated to improve.",P27_Q2,57,Inference,hard,"Why is the silver medallist less happy than the bronze medallist, according to the passage?",Silver medals are worth less money than bronze medals.,"The silver medallist compares their result to winning gold, so they feel like they have lost.",Silver medallists train harder and are more disappointed when they don’t win.,"The study only measured facial expressions, which are not a reliable indicator of happiness.",B,"The passage explains this through counterfactual thinking: the silver medallist’s reference point is gold, so second place feels like failure. The bronze medallist’s reference point is fourth place, so third feels like success. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P27,The Second Place Paradox,SPORT / PSYCHOLOGY,"Research into the psychology of competitive sport has produced a result that seems, at first glance, impossible: bronze medallists are typically happier than silver medallists. A study examining the facial expressions of Olympic athletes at the moment they received their medals found consistent evidence for this pattern across multiple Games.

The explanation lies in what psychologists call “counterfactual thinking” — our tendency to imagine what might have been. A silver medallist, standing on the podium, is almost always thinking about gold: they came so close, and yet they lost. Their reference point is winning, and they feel they have fallen short. A bronze medallist, by contrast, is typically thinking about fourth place: they almost didn’t medal at all. Their reference point is not competing, and they feel they have triumphed.

The same result has been observed in academic settings: students who narrowly pass an examination are often less satisfied than students who narrowly fail — because the student who barely fails receives more helpful feedback and feels motivated to improve.",P27_Q3,58,Authorial Intent,hard,Why does the author include the example of students and examinations in the final paragraph?,To suggest that sport and education are equally important.,To show that counterfactual thinking applies beyond sport — it is a general feature of human psychology.,To argue that exams should be replaced by sports competitions.,To prove that the original research on athletes was flawed.,B,"The academic example extends the finding beyond sport, showing it is a broader psychological principle. This strengthens the argument and makes it more universally applicable. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P27,The Second Place Paradox,SPORT / PSYCHOLOGY,"Research into the psychology of competitive sport has produced a result that seems, at first glance, impossible: bronze medallists are typically happier than silver medallists. A study examining the facial expressions of Olympic athletes at the moment they received their medals found consistent evidence for this pattern across multiple Games.

The explanation lies in what psychologists call “counterfactual thinking” — our tendency to imagine what might have been. A silver medallist, standing on the podium, is almost always thinking about gold: they came so close, and yet they lost. Their reference point is winning, and they feel they have fallen short. A bronze medallist, by contrast, is typically thinking about fourth place: they almost didn’t medal at all. Their reference point is not competing, and they feel they have triumphed.

The same result has been observed in academic settings: students who narrowly pass an examination are often less satisfied than students who narrowly fail — because the student who barely fails receives more helpful feedback and feels motivated to improve.",P27_Q4,59,Inference,medium,"What does the author mean by describing the finding as something that “seems, at first glance, impossible”?",The research methods used in the study were not reliable.,The result contradicts what most people would intuitively expect — that higher ranking means greater happiness.,It is physically impossible to measure happiness at the Olympic Games.,The study has been repeated and produced different results each time.,B,Common sense suggests that finishing second should make you happier than finishing third. The author flags this as surprising to engage the reader and signal that the explanation will be counterintuitive. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P27,The Second Place Paradox,SPORT / PSYCHOLOGY,"Research into the psychology of competitive sport has produced a result that seems, at first glance, impossible: bronze medallists are typically happier than silver medallists. A study examining the facial expressions of Olympic athletes at the moment they received their medals found consistent evidence for this pattern across multiple Games.

The explanation lies in what psychologists call “counterfactual thinking” — our tendency to imagine what might have been. A silver medallist, standing on the podium, is almost always thinking about gold: they came so close, and yet they lost. Their reference point is winning, and they feel they have fallen short. A bronze medallist, by contrast, is typically thinking about fourth place: they almost didn’t medal at all. Their reference point is not competing, and they feel they have triumphed.

The same result has been observed in academic settings: students who narrowly pass an examination are often less satisfied than students who narrowly fail — because the student who barely fails receives more helpful feedback and feels motivated to improve.",P27_Q5,60,Fact Retrieval,easy,What did researchers measure to compare the happiness of medallists?,Their answers to a questionnaire given after the ceremony,Their facial expressions at the moment they received their medals,Their heart rates during the medal ceremony,Interviews conducted one year after the Games,B,The passage states the study examined “the facial expressions of Olympic athletes at the moment they received their medals.” The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P28,The Wild Hunt,FOLKLORE / LEGEND,"Across northern Europe, from Britain to Scandinavia to Germany, an ancient legend tells of a ghostly procession that rides through the winter sky on storm nights: the Wild Hunt. The details vary from country to country — in Britain the leader is sometimes said to be a mythical hunter, in Germany it is often the god Wotan — but the core of the legend is consistent: a group of spectral riders and howling hounds sweeps across the sky, and those who witness it do so at their peril.

In some versions of the legend, seeing the Hunt means death within a year. In others, those who are caught outside may be swept up into the procession, taken from the world of the living and carried away. The wisest course, all versions agree, is to lie face-down on the ground and not look up.

Folklorists believe the Wild Hunt may have served an important social function — explaining away the terrifying sounds of winter storms and giving communities a shared story around which to organise their fears.",P28_Q1,61,Fact Retrieval,easy,"According to the passage, who sometimes leads the Wild Hunt in Britain?",The god Wotan,A mythical hunter,A spectral queen,A Norse king,B,The passage states “in Britain the leader is sometimes said to be a mythical hunter.” Wotan is the German version. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P28,The Wild Hunt,FOLKLORE / LEGEND,"Across northern Europe, from Britain to Scandinavia to Germany, an ancient legend tells of a ghostly procession that rides through the winter sky on storm nights: the Wild Hunt. The details vary from country to country — in Britain the leader is sometimes said to be a mythical hunter, in Germany it is often the god Wotan — but the core of the legend is consistent: a group of spectral riders and howling hounds sweeps across the sky, and those who witness it do so at their peril.

In some versions of the legend, seeing the Hunt means death within a year. In others, those who are caught outside may be swept up into the procession, taken from the world of the living and carried away. The wisest course, all versions agree, is to lie face-down on the ground and not look up.

Folklorists believe the Wild Hunt may have served an important social function — explaining away the terrifying sounds of winter storms and giving communities a shared story around which to organise their fears.",P28_Q2,62,Inference,medium,What does the fact that the legend appears in many different countries with consistent core elements suggest?,The Wild Hunt actually occurred and was witnessed by people across Europe.,The story spread from one country to another through trade and travel.,The legend addresses a universal human experience — the fear of winter storms — that cultures expressed independently in similar ways.,Northern European cultures all had the same religion and told the same stories.,C,The folklorist’s explanation at the end supports option C — the legend explains something universal (winter storms) that all northern cultures experienced. Option B is possible but the passage does not suggest it. The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P28,The Wild Hunt,FOLKLORE / LEGEND,"Across northern Europe, from Britain to Scandinavia to Germany, an ancient legend tells of a ghostly procession that rides through the winter sky on storm nights: the Wild Hunt. The details vary from country to country — in Britain the leader is sometimes said to be a mythical hunter, in Germany it is often the god Wotan — but the core of the legend is consistent: a group of spectral riders and howling hounds sweeps across the sky, and those who witness it do so at their peril.

In some versions of the legend, seeing the Hunt means death within a year. In others, those who are caught outside may be swept up into the procession, taken from the world of the living and carried away. The wisest course, all versions agree, is to lie face-down on the ground and not look up.

Folklorists believe the Wild Hunt may have served an important social function — explaining away the terrifying sounds of winter storms and giving communities a shared story around which to organise their fears.",P28_Q3,63,Vocabulary in Context,medium,"In the passage, “spectral” most likely means:",Very fast and difficult to see clearly,Ghost-like and belonging to the spirit world,Colourful and visible across long distances,Ancient and from a very distant historical period,B,"“Spectral” means relating to or resembling a spectre — a ghost. The Wild Hunt is described as a “ghostly procession,” which confirms the meaning. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P28,The Wild Hunt,FOLKLORE / LEGEND,"Across northern Europe, from Britain to Scandinavia to Germany, an ancient legend tells of a ghostly procession that rides through the winter sky on storm nights: the Wild Hunt. The details vary from country to country — in Britain the leader is sometimes said to be a mythical hunter, in Germany it is often the god Wotan — but the core of the legend is consistent: a group of spectral riders and howling hounds sweeps across the sky, and those who witness it do so at their peril.

In some versions of the legend, seeing the Hunt means death within a year. In others, those who are caught outside may be swept up into the procession, taken from the world of the living and carried away. The wisest course, all versions agree, is to lie face-down on the ground and not look up.

Folklorists believe the Wild Hunt may have served an important social function — explaining away the terrifying sounds of winter storms and giving communities a shared story around which to organise their fears.",P28_Q4,64,Authorial Intent,medium,What is the purpose of the final paragraph?,To prove that the Wild Hunt was a real historical event.,To offer a rational explanation for why the legend developed and what purpose it served.,To suggest that modern people should still be afraid of the Wild Hunt.,To argue that all folklore is simply a misunderstanding of natural events.,B,The final paragraph introduces the folklorist’s perspective — giving a functional explanation for the legend (making storms comprehensible and providing a shared cultural story). This shifts the passage from description to interpretation. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P28,The Wild Hunt,FOLKLORE / LEGEND,"Across northern Europe, from Britain to Scandinavia to Germany, an ancient legend tells of a ghostly procession that rides through the winter sky on storm nights: the Wild Hunt. The details vary from country to country — in Britain the leader is sometimes said to be a mythical hunter, in Germany it is often the god Wotan — but the core of the legend is consistent: a group of spectral riders and howling hounds sweeps across the sky, and those who witness it do so at their peril.

In some versions of the legend, seeing the Hunt means death within a year. In others, those who are caught outside may be swept up into the procession, taken from the world of the living and carried away. The wisest course, all versions agree, is to lie face-down on the ground and not look up.

Folklorists believe the Wild Hunt may have served an important social function — explaining away the terrifying sounds of winter storms and giving communities a shared story around which to organise their fears.",P28_Q5,65,Fact Retrieval,easy,"According to the legend, what is the safest thing to do if you witness the Wild Hunt?",Run indoors immediately and bolt the door.,Call out to the riders and ask for their protection.,Lie face-down on the ground and do not look up.,Stand still and remain completely silent.,C,"The passage states “The wisest course, all versions agree, is to lie face-down on the ground and not look up.” The answer is C.",GL_Bucks,Y6,approved,comprehension_100
P29,The Art of the Arch,ARCHITECTURE / BRIDGES,"The arch is one of the oldest and most elegant solutions in engineering. Unlike a flat beam, which transfers load downward at its centre and is vulnerable to cracking, an arch transfers the weight of whatever it bears outward and downward along its curved sides to the supports at either end. The result is a structure that becomes stronger under load — the greater the weight pressing down, the more tightly the stones are pressed together.

Roman engineers understood this principle brilliantly. Many Roman bridges and aqueducts built two thousand years ago are still standing, not because the Romans used stronger materials than modern engineers, but because they used the arch so effectively that time and load have only pressed their stones more firmly into place.

The arch does have one vulnerability: it requires both supports to remain in position. Remove one support, or allow it to shift, and the entire structure collapses. This is why bridge builders throughout history have paid as much attention to the foundations as to the arch itself.",P29_Q1,66,Inference,medium,Why does the author say Roman bridges “become stronger under load”?,Roman engineers used a special type of cement that hardened over time.,"The arch shape means that greater weight presses the stones more tightly together, making the structure more solid.",Roman stones were harder than modern materials and did not wear down.,The bridges were built so wide that the weight was spread over a large area.,B,"The passage explains this: “the greater the weight pressing down, the more tightly the stones are pressed together.” The arch converts downward force into compression, which strengthens rather than weakens the structure. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P29,The Art of the Arch,ARCHITECTURE / BRIDGES,"The arch is one of the oldest and most elegant solutions in engineering. Unlike a flat beam, which transfers load downward at its centre and is vulnerable to cracking, an arch transfers the weight of whatever it bears outward and downward along its curved sides to the supports at either end. The result is a structure that becomes stronger under load — the greater the weight pressing down, the more tightly the stones are pressed together.

Roman engineers understood this principle brilliantly. Many Roman bridges and aqueducts built two thousand years ago are still standing, not because the Romans used stronger materials than modern engineers, but because they used the arch so effectively that time and load have only pressed their stones more firmly into place.

The arch does have one vulnerability: it requires both supports to remain in position. Remove one support, or allow it to shift, and the entire structure collapses. This is why bridge builders throughout history have paid as much attention to the foundations as to the arch itself.",P29_Q2,67,Vocabulary in Context,medium,"In the passage, “vulnerable” most likely means:",Liable to break or fail; exposed to a particular risk,Strong and resistant to pressure from all directions,Expensive and difficult to construct,Simple in design and easy to repair,A,“Vulnerable” means exposed to risk or likely to be harmed. A flat beam is described as vulnerable to cracking — it has a weakness that the arch does not share. The answer is A.,GL_Bucks,Y6,approved,comprehension_100
P29,The Art of the Arch,ARCHITECTURE / BRIDGES,"The arch is one of the oldest and most elegant solutions in engineering. Unlike a flat beam, which transfers load downward at its centre and is vulnerable to cracking, an arch transfers the weight of whatever it bears outward and downward along its curved sides to the supports at either end. The result is a structure that becomes stronger under load — the greater the weight pressing down, the more tightly the stones are pressed together.

Roman engineers understood this principle brilliantly. Many Roman bridges and aqueducts built two thousand years ago are still standing, not because the Romans used stronger materials than modern engineers, but because they used the arch so effectively that time and load have only pressed their stones more firmly into place.

The arch does have one vulnerability: it requires both supports to remain in position. Remove one support, or allow it to shift, and the entire structure collapses. This is why bridge builders throughout history have paid as much attention to the foundations as to the arch itself.",P29_Q3,68,Authorial Intent,medium,Why does the author mention Roman bridges and aqueducts that are still standing?,To argue that modern engineers have forgotten how to build bridges properly.,To provide real-world evidence that the arch principle works over extremely long periods of time.,To show that Roman materials were superior to those available today.,To suggest that modern bridges will not last as long as Roman ones.,B,The Roman examples serve as proof of concept — two thousand years of endurance demonstrates that the engineering principle described actually works. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P29,The Art of the Arch,ARCHITECTURE / BRIDGES,"The arch is one of the oldest and most elegant solutions in engineering. Unlike a flat beam, which transfers load downward at its centre and is vulnerable to cracking, an arch transfers the weight of whatever it bears outward and downward along its curved sides to the supports at either end. The result is a structure that becomes stronger under load — the greater the weight pressing down, the more tightly the stones are pressed together.

Roman engineers understood this principle brilliantly. Many Roman bridges and aqueducts built two thousand years ago are still standing, not because the Romans used stronger materials than modern engineers, but because they used the arch so effectively that time and load have only pressed their stones more firmly into place.

The arch does have one vulnerability: it requires both supports to remain in position. Remove one support, or allow it to shift, and the entire structure collapses. This is why bridge builders throughout history have paid as much attention to the foundations as to the arch itself.",P29_Q4,69,Inference,hard,What does the passage imply about the relationship between an arch and its foundations?,"The arch is more important than the foundations, as the arch transfers all the load.",The foundations and the arch are equally critical — a perfect arch is useless if its supports fail.,Modern engineers focus more on foundations than on the arch because it is easier to build.,The foundations only matter for very large bridges carrying heavy loads.,B,"The passage’s final paragraph explicitly makes this point: the arch’s vulnerability is in its supports, so bridge builders must pay equal attention to foundations. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
P29,The Art of the Arch,ARCHITECTURE / BRIDGES,"The arch is one of the oldest and most elegant solutions in engineering. Unlike a flat beam, which transfers load downward at its centre and is vulnerable to cracking, an arch transfers the weight of whatever it bears outward and downward along its curved sides to the supports at either end. The result is a structure that becomes stronger under load — the greater the weight pressing down, the more tightly the stones are pressed together.

Roman engineers understood this principle brilliantly. Many Roman bridges and aqueducts built two thousand years ago are still standing, not because the Romans used stronger materials than modern engineers, but because they used the arch so effectively that time and load have only pressed their stones more firmly into place.

The arch does have one vulnerability: it requires both supports to remain in position. Remove one support, or allow it to shift, and the entire structure collapses. This is why bridge builders throughout history have paid as much attention to the foundations as to the arch itself.",P29_Q5,70,Fact Retrieval,easy,How does an arch transfer the weight it bears?,"Downward at its centre, like a flat beam",Outward and downward along its curved sides to the supports at either end,Evenly across the entire base of the structure,"Upward into the structure above it, reducing the load on the supports",B,The passage explains that an arch “transfers the weight… outward and downward along its curved sides to the supports at either end.” The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P30,When Britain Was Ice,CLIMATE / ICE AGES,"Around twenty thousand years ago, Britain looked very different from the land we know today. A vast sheet of ice, in some places over a kilometre thick, covered everything north of what is now the River Thames. The animals that roamed the unglaciated south included woolly mammoths, woolly rhinoceroses, cave lions, and giant deer whose antlers spanned three metres from tip to tip.

Britain was not even an island at this time. So much water was locked up in the polar ice caps that sea levels were approximately one hundred and twenty metres lower than they are today, and a wide land bridge connected Britain to continental Europe. People and animals moved freely between what would become England and what would become France.

As the climate gradually warmed, the ice retreated northward, sea levels rose, and around eight thousand years ago the land bridge was finally submerged — separating Britain from the continent for the first time and creating the English Channel.",P30_Q1,71,Fact Retrieval,easy,How much lower were sea levels at the height of the last Ice Age compared to today?,Approximately twenty metres lower,Approximately fifty metres lower,Approximately one hundred and twenty metres lower,Approximately one kilometre lower,C,The passage states sea levels were “approximately one hundred and twenty metres lower than they are today.” The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P30,When Britain Was Ice,CLIMATE / ICE AGES,"Around twenty thousand years ago, Britain looked very different from the land we know today. A vast sheet of ice, in some places over a kilometre thick, covered everything north of what is now the River Thames. The animals that roamed the unglaciated south included woolly mammoths, woolly rhinoceroses, cave lions, and giant deer whose antlers spanned three metres from tip to tip.

Britain was not even an island at this time. So much water was locked up in the polar ice caps that sea levels were approximately one hundred and twenty metres lower than they are today, and a wide land bridge connected Britain to continental Europe. People and animals moved freely between what would become England and what would become France.

As the climate gradually warmed, the ice retreated northward, sea levels rose, and around eight thousand years ago the land bridge was finally submerged — separating Britain from the continent for the first time and creating the English Channel.",P30_Q2,72,Inference,medium,What caused sea levels to be lower during the Ice Age?,The weight of the ice compressed the ocean floor.,So much water was frozen in ice caps that there was less water in the oceans.,Evaporation in the warm south removed large amounts of water from the sea.,The land was much higher during the Ice Age than it is today.,B,The passage explains this directly: “so much water was locked up in the polar ice caps that sea levels were approximately one hundred and twenty metres lower.” The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P30,When Britain Was Ice,CLIMATE / ICE AGES,"Around twenty thousand years ago, Britain looked very different from the land we know today. A vast sheet of ice, in some places over a kilometre thick, covered everything north of what is now the River Thames. The animals that roamed the unglaciated south included woolly mammoths, woolly rhinoceroses, cave lions, and giant deer whose antlers spanned three metres from tip to tip.

Britain was not even an island at this time. So much water was locked up in the polar ice caps that sea levels were approximately one hundred and twenty metres lower than they are today, and a wide land bridge connected Britain to continental Europe. People and animals moved freely between what would become England and what would become France.

As the climate gradually warmed, the ice retreated northward, sea levels rose, and around eight thousand years ago the land bridge was finally submerged — separating Britain from the continent for the first time and creating the English Channel.",P30_Q3,73,Vocabulary in Context,medium,"In the passage, “unglaciated” most likely means:",Not covered by ice; free from glaciers,Very cold but not frozen,Below sea level and covered by the ocean,Warm enough for trees and plants to grow,A,"“Unglaciated” means not covered by a glacier or ice sheet. The south of Britain was not covered by the ice sheet, which is why animals (and eventually humans) could live there. The answer is A.",GL_Bucks,Y6,approved,comprehension_100
P30,When Britain Was Ice,CLIMATE / ICE AGES,"Around twenty thousand years ago, Britain looked very different from the land we know today. A vast sheet of ice, in some places over a kilometre thick, covered everything north of what is now the River Thames. The animals that roamed the unglaciated south included woolly mammoths, woolly rhinoceroses, cave lions, and giant deer whose antlers spanned three metres from tip to tip.

Britain was not even an island at this time. So much water was locked up in the polar ice caps that sea levels were approximately one hundred and twenty metres lower than they are today, and a wide land bridge connected Britain to continental Europe. People and animals moved freely between what would become England and what would become France.

As the climate gradually warmed, the ice retreated northward, sea levels rose, and around eight thousand years ago the land bridge was finally submerged — separating Britain from the continent for the first time and creating the English Channel.",P30_Q4,74,Authorial Intent,medium,Why does the author describe the giant deer’s antlers as “spanning three metres from tip to tip”?,To provide a precise scientific measurement for researchers.,To help the reader visualise the scale of a creature that no longer exists.,To argue that Ice Age animals were more impressive than modern ones.,To explain why the deer eventually became extinct.,B,Specific measurements make abstract things concrete and imaginable. Three metres is roughly twice the height of an adult — a vivid detail that brings the extinct creature to life for the reader. The answer is B.,GL_Bucks,Y6,approved,comprehension_100
P30,When Britain Was Ice,CLIMATE / ICE AGES,"Around twenty thousand years ago, Britain looked very different from the land we know today. A vast sheet of ice, in some places over a kilometre thick, covered everything north of what is now the River Thames. The animals that roamed the unglaciated south included woolly mammoths, woolly rhinoceroses, cave lions, and giant deer whose antlers spanned three metres from tip to tip.

Britain was not even an island at this time. So much water was locked up in the polar ice caps that sea levels were approximately one hundred and twenty metres lower than they are today, and a wide land bridge connected Britain to continental Europe. People and animals moved freely between what would become England and what would become France.

As the climate gradually warmed, the ice retreated northward, sea levels rose, and around eight thousand years ago the land bridge was finally submerged — separating Britain from the continent for the first time and creating the English Channel.",P30_Q5,75,Inference,medium,What does the passage imply about the formation of the English Channel?,The English Channel formed when the ice sheet pushed the land apart.,The English Channel existed throughout the Ice Age but was narrower.,The English Channel formed when rising sea levels submerged the land bridge between Britain and Europe.,The English Channel was created by an earthquake approximately eight thousand years ago.,C,"The passage states that as the climate warmed, sea levels rose and “around eight thousand years ago the land bridge was finally submerged — separating Britain from the continent for the first time and creating the English Channel.” The answer is C.",GL_Bucks,Y6,approved,comprehension_100
P31,Words That Travelled,LANGUAGE CHANGE,"English is a language of borrowers. Over its fifteen-hundred-year history it has absorbed words from Latin, French, Norse, Arabic, Hindi, Swahili, and dozens of other languages — often as a direct result of conquest, trade, or cultural contact. The word “pyjamas,” for example, comes from the Hindi and Urdu words for “leg garment,” arriving in English during the period of British rule in India. “Algebra” is from Arabic, “bungalow” from Bengali, “safari” from Swahili.

This borrowing is not a sign of weakness or instability. Languages that absorb new words are generally more adaptable and expressive than those that resist change. English has the largest vocabulary of any language in the world — estimates suggest over one million words — partly because it has always welcomed new terms from wherever it has travelled.

Of course, not all borrowings are equal. Some words arrive, are used briefly, and disappear. Others embed themselves so thoroughly that speakers never think of them as foreign at all. Nobody ordering a beef steak thinks of French; nobody wearing pyjamas thinks of Hindi.",P31_Q1,76,Fact Retrieval,easy,What language does the word “algebra” come from?,Hindi,Latin,Arabic,French,C,The passage states: ‘“Algebra” is from Arabic.’ The answer is C.,GL_Bucks,Y6,approved,comprehension_100
P31,Words That Travelled,LANGUAGE CHANGE,"English is a language of borrowers. Over its fifteen-hundred-year history it has absorbed words from Latin, French, Norse, Arabic, Hindi, Swahili, and dozens of other languages — often as a direct result of conquest, trade, or cultural contact. The word “pyjamas,” for example, comes from the Hindi and Urdu words for “leg garment,” arriving in English during the period of British rule in India. “Algebra” is from Arabic, “bungalow” from Bengali, “safari” from Swahili.

This borrowing is not a sign of weakness or instability. Languages that absorb new words are generally more adaptable and expressive than those that resist change. English has the largest vocabulary of any language in the world — estimates suggest over one million words — partly because it has always welcomed new terms from wherever it has travelled.

Of course, not all borrowings are equal. Some words arrive, are used briefly, and disappear. Others embed themselves so thoroughly that speakers never think of them as foreign at all. Nobody ordering a beef steak thinks of French; nobody wearing pyjamas thinks of Hindi.",P31_Q2,77,Vocabulary in Context,medium,"In the passage, “absorb” most likely means:",Take in and make part of itself,Reject and remove from use,Translate into its own existing words,Study carefully and analyse in depth,A,“Absorb” means to take something in and incorporate it. English absorbs foreign words by adopting them and making them part of the language. The answer is A.,GL_Bucks,Y6,approved,comprehension_100
P31,Words That Travelled,LANGUAGE CHANGE,"English is a language of borrowers. Over its fifteen-hundred-year history it has absorbed words from Latin, French, Norse, Arabic, Hindi, Swahili, and dozens of other languages — often as a direct result of conquest, trade, or cultural contact. The word “pyjamas,” for example, comes from the Hindi and Urdu words for “leg garment,” arriving in English during the period of British rule in India. “Algebra” is from Arabic, “bungalow” from Bengali, “safari” from Swahili.

This borrowing is not a sign of weakness or instability. Languages that absorb new words are generally more adaptable and expressive than those that resist change. English has the largest vocabulary of any language in the world — estimates suggest over one million words — partly because it has always welcomed new terms from wherever it has travelled.

Of course, not all borrowings are equal. Some words arrive, are used briefly, and disappear. Others embed themselves so thoroughly that speakers never think of them as foreign at all. Nobody ordering a beef steak thinks of French; nobody wearing pyjamas thinks of Hindi.",P31_Q3,78,Inference,hard,What does the author mean by saying “nobody ordering a beef steak thinks of French”?,The word “steak” is not actually French in origin.,Some borrowed words become so naturalised that speakers no longer recognise them as foreign.,French people do not eat steak in the same way as English people.,The food industry borrowed the word but the dish is originally English.,B,"The point is that successful borrowings become invisible — they feel entirely native, and speakers never connect them to their foreign origins. This illustrates how thoroughly English has absorbed other languages. The answer is B.",GL_Bucks,Y6,approved,comprehension_100
